,Unnamed: 0,publish_time,entry_date,username,video_title,tokenised_title,genre,words_in_names,min_views,max_views,exit_date,percentage_view_increase,sentiment,name_sentiment,emotion,sentiment_polarity,name_sentiment_polarity
842,1104,2021-06-30T22:30:47Z,2021-07-01,Ibai,REACCIONANDO a BIZARRAP Music Sessions #41 | Nicky Jam,"['reaccionando', 'bizarrap', 'music', 'sessions', 'nicky', 'jam']",Youtuber,"['ai', 'ba', 'iba']",1658506,2493772,2021-07-04,0.5036255521535647,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.3333333333333333}",neutral,neutral
843,1105,2021-06-30T19:25:11Z,2021-07-01,MrBeast Gaming,1 vs 100 Player Manhunt!,"['vs', 'player', 'manhunt']",Youtuber,"['ast', 'bea', 'st', 'east', 'ming', 'gamin', 'ing', 'beast', 'ga', 'amin', 'mr', 'min', 'gam', 'ami', 'mi', 'ea', 'gaming']",6390135,11689868,2021-07-04,0.8293616645031756,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 1.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
844,1106,2021-06-30T16:00:12Z,2021-07-01,MoneybaggYoVEVO,Moneybagg Yo - Wockesha (Official Music Video),"['moneybagg', 'yo', 'wockesha', 'official', 'music', 'video']",Music,"['mone', 'ba', 'yo', 'ne', 'bag', 'mon', 'baggy', 'money', 'moneybag', 'mo', 'ey']",805182,1336289,2021-07-02,0.6596111189768276,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.3333333333333333, 'negative': 0.0, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.3333333333333333}",neutral,neutral
845,1107,2021-06-30T20:00:12Z,2021-07-01,Bretman Rock,Is Bretman Rock Moving to the Jungle? | 30 Days With: Bretman Rock,"['bretman', 'rock', 'moving', 'jungle', 'days', 'bretman', 'rock']",Youtuber,"['ock', 'rock', 'ma', 'roc', 'ro', 'man', 'bret', 'ret']",920245,1581468,2021-07-03,0.7185293046960319,0.0,0.0,"{'fear': 1.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
846,1108,2021-06-30T18:20:37Z,2021-07-01,Emergency Awesome,Loki Episode 4 Marvel TOP 10 Breakdown Easter Eggs and Ending Explained,"['loki', 'episode', 'marvel', 'breakdown', 'easter', 'eggs', 'ending', 'explained']",Youtuber,"['awesome', 'em', 'en', 'gen', 'ge', 'erg', 'emergency', 'awe', 'emerge', 'om', 'wes', 'eme', 'mer', 'aw', 'merge', 'es', 'er']",815403,1061589,2021-07-02,0.3019194189866851,0.6523,4.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.5, 'positive': 0.5, 'negative': 1.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",positive,positive
847,1109,2021-06-30T17:00:29Z,2021-07-01,Cody & Ko,The REAL reason Cody Ko became a millionaire,"['real', 'reason', 'cody', 'ko', 'millionaire']",Youtuber,"['od', 'ko', 'cod']",528717,726188,2021-07-03,0.3734909223648946,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.5, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
848,1112,2021-06-30T16:00:00Z,2021-07-01,Charlotte Dobre,Entitled Bridezillas That Must Be STOPPED - REACTION,"['entitled', 'bridezillas', 'stopped', 'reaction']",Youtuber,"['char', 'lo', 'charlotte', 'ar', 'harlot', 'dob', 'lotte', 'lot', 'ha', 'harl', 'te', 'cha']",306973,381862,2021-07-02,0.2439595664765305,-0.1363,2.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",negative,positive
849,1114,2021-06-30T14:00:08Z,2021-07-01,DIY Perks,Building the world&#39;s first &#39;breathing&#39; PC,"['building', 'worlds', 'breathing', 'pc']",Youtuber,"['di', 'perk', 'er']",550486,730122,2021-07-02,0.3263225586118448,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
850,1115,2021-06-30T03:30:01Z,2021-07-01,Pamela Reif,10 MIN ABS + FAT BURN - Floor Edition / burn fat to see the abs you train I Pamela Reif,"['min', 'abs', 'fat', 'burn', 'floor', 'edition', 'burn', 'fat', 'abs', 'train', 'pamela', 'reif']",Youtuber,"['pa', 'el', 'reif', 'mel', 'pamela', 'mela', 'ame', 'pam', 'la']",461248,491339,2021-07-02,0.06523822325516859,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.3333333333333333, 'disgust': 0.3333333333333333, 'joy': 0.0, 'anticipation': 1.0}",neutral,neutral
851,1116,2021-06-30T18:00:17Z,2021-07-01,DRIVETRIBE,James May has bought ANOTHER new car!,"['james', 'bought', 'new', 'car']",Youtuber,"['rib', 'drive', 'ribe', 'rive', 'tribe', 'rivet', 'tri', 'vet']",638418,1041158,2021-07-03,0.630840609130695,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
852,1118,2021-06-30T11:44:36Z,2021-07-02,Jake Fellman,Minecraft RTX 58% HEROBRINE #Shorts,"['minecraft', 'rtx', 'herobrine', 'shorts']",Youtuber,"['el', 'ma', 'jake', 'man', 'fe', 'ak', 'ake', 'ell', 'fell']",787716,1972173,2021-07-03,1.5036599485093611,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
853,1119,2021-07-01T16:00:04Z,2021-07-02,PlayStation,"Ghost of Tsushima Director&#39;s Cut - Announcement Trailer | PS5, PS4","['ghost', 'tsushima', 'directors', 'cut', 'announcement', 'trailer', 'ps', 'ps']",Commercial,"['tat', 'ion', 'st', 'ati', 'lay', 'io', 'ti', 'ay', 'station', 'play', 'la', 'ta']",418178,671486,2021-07-03,0.6057420524274352,-0.5267,0.0,"{'fear': 1.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 1.0}",negative,neutral
854,1120,2021-07-01T15:00:19Z,2021-07-02,HYBE LABELS,[BIGHIT MUSIC] RAP-STAR BASE CAMP &quot;HIT IT BASE 2021&quot;,"['bighit', 'music', 'rapstar', 'base', 'camp', 'hit', 'base']",Traditional Media,"['abel', 'el', 'abe', 'label', 'lab', 'ab', 'els', 'bel', 'hy', 'la']",803504,982400,2021-07-02,0.2226448157072025,0.0,0.0,"{'fear': 0.0, 'anger': 0.5, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.3333333333333333, 'negative': 0.5, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.3333333333333333}",neutral,neutral
855,1121,2021-07-01T15:15:28Z,2021-07-02,The Royal Family Channel,Prince William and Harry Unveil Diana Statue on What Would Have Been Her 60th Birthday,"['prince', 'william', 'harry', 'unveil', 'diana', 'statue', 'th', 'birthday']",Traditional Media,"['channel', 'royal', 'ann', 'amil', 'han', 'fam', 'cha', 'roy', 'fa', 'family', 'ne', 'anne', 'ro', 'al', 'mil', 'ami', 'mi', 'el', 'ya', 'ly', 'ha', 'th']",701077,1658696,2021-07-04,1.3659255688034266,0.0,2.0,"{'fear': 0.0, 'anger': 0.3333333333333333, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.25, 'positive': 1.0, 'negative': 0.3333333333333333, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.25, 'anticipation': 0.25}",neutral,positive
856,1122,2021-07-01T15:00:11Z,2021-07-02,The Sims,The Sims 4 Cottage Living: Official Gameplay Trailer,"['sims', 'cottage', 'living', 'official', 'gameplay', 'trailer']",Commercial,"['sim', 'si', 'th']",375316,510417,2021-07-02,0.35996600198232953,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
857,1124,2021-06-30T18:31:58Z,2021-07-02,EthosLab,Minecraft - HermitCraft S8#2: Base Face,"['minecraft', 'hermitcraft', 's', 'base', 'face']",Youtuber,"['sla', 'ho', 'os', 'tho', 'ethos', 'thos', 'lab', 'ab', 'slab', 'la', 'th']",391921,416342,2021-07-02,0.06231102696716941,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
858,1125,2021-06-30T18:05:53Z,2021-07-02,Lucy at DriveTribe,Filming James May&#39;s new car reveal,"['filming', 'james', 'mays', 'new', 'car', 'reveal']",Youtuber,"['rib', 'luc', 'drive', 'ribe', 'rive', 'tribe', 'rivet', 'lu', 'lucy', 'tri', 'vet']",747650,902377,2021-07-02,0.206951113488932,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
859,1126,2021-07-02T07:09:00Z,2021-07-02,Animation max,Awaken the jungle king clash of clans season challenges,"['awaken', 'jungle', 'king', 'clash', 'clans', 'season', 'challenges']",Commercial,"['ani', 'ion', 'ax', 'mat', 'ati', 'ma', 'nim', 'io', 'max', 'anima', 'ti', 'animation', 'ni', 'ima']",2977651,4988870,2021-07-04,0.6754381221976652,0.0772,0.0,"{'fear': 1.0, 'anger': 0.5, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.5, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",positive,neutral
860,1127,2021-06-30T20:15:01Z,2021-07-02,Joey Graceffa,Ranking Every Death From ESCAPE THE NIGHT!,"['ranking', 'death', 'escape', 'night']",Youtuber,"['race', 'grace', 'ra', 'fa', 'joe', 'gra', 'jo', 'ace', 'oe', 'ce', 'joey', 'ey']",515934,608226,2021-07-02,0.17888334554419752,-0.4135,1.0,"{'fear': 0.25, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.25, 'negative': 0.25, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0, 'anticipation': 0.25}",negative,positive
861,1129,2021-07-01T07:59:32Z,2021-07-02,Clash of Clans,Awaken The Jungle King! (Clash of Clans Season Challenges),"['awaken', 'jungle', 'king', 'clash', 'clans', 'season', 'challenges']",Commercial,"['clan', 'lan', 'clash', 'ash', 'lash', 'sh', 'las', 'la']",3258779,5848635,2021-07-05,0.7947320146594783,0.0,-2.0,"{'fear': 1.0, 'anger': 0.5, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.5, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,negative
862,1131,2021-07-01T19:04:56Z,2021-07-02,NOW UNITED,Now Love Live From Abu Dhabi,"['love', 'live', 'abu', 'dhabi']",Music,"['nit', 'unite', 'unit', 'ow', 'ted', 'un', 'ni', 'united', 'ed', 'te']",1981876,3798289,2021-07-06,0.9165119311198076,0.6369,1.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.5, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.5}",positive,positive
863,1132,2021-07-02T04:00:01Z,2021-07-02,ImagineDragonsVEVO,Imagine Dragons - Wrecked (Lyric Video),"['imagine', 'dragons', 'wrecked', 'lyric', 'video']",Music,"['gi', 'mag', 'ago', 'drago', 'dragon', 'gin', 'imagine', 'ma', 'rag', 'ne', 'ed', 'gon', 'ned', 'ra', 'ons', 'drag', 'agon', 'magi', 'ima']",358213,2360405,2021-07-06,5.589389553142962,0.0,-1.0,"{'fear': 0.25, 'anger': 0.25, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.25, 'sadness': 0.25, 'disgust': 0.0, 'joy': 0.0}",neutral,negative
864,1133,2021-07-01T14:54:43Z,2021-07-02,TODAY,Watch: Statue Of Princess Diana Revealed On Her 60th birthday,"['watch', 'statue', 'princess', 'diana', 'revealed', 'th', 'birthday']",Traditional Media,"['tod', 'oda', 'ay', 'day', 'toda', 'od', 'da']",412580,460335,2021-07-03,0.1157472490183722,0.0,0.0,"{'fear': 0.5, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.25, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.25, 'anticipation': 0.5}",neutral,neutral
865,1134,2021-07-01T22:00:12Z,2021-07-02,BangerChannel,FARID BANG x CAPITAL BRA - KAMPFSPORT [official Video],"['farid', 'bang', 'x', 'capital', 'bra', 'kampfsport', 'official', 'video']",Music,"['ge', 'bang', 'el', 'channel', 'ba', 'ne', 'ger', 'han', 'banger', 'anne', 'anger', 'er', 'ha', 'ban', 'bange', 'ann', 'cha']",483226,1195624,2021-07-05,1.4742542826751872,0.0,-3.0,"{'fear': 0.16666666666666666, 'anger': 0.16666666666666666, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.16666666666666666, 'positive': 0.0, 'negative': 0.16666666666666666, 'sadness': 0.16666666666666666, 'disgust': 0.16666666666666666, 'joy': 0.0}",neutral,negative
866,1135,2021-07-01T22:00:11Z,2021-07-02,Shirin David,Shirin David - Lieben wir [Official Video],"['shirin', 'david', 'lieben', 'wir', 'official', 'video']",Music,"['david', 'id', 'shi', 'avid', 'sh', 'hi', 'da']",626512,1733609,2021-07-05,1.7670802793881042,0.0,2.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,positive
867,1136,2021-07-02T04:00:05Z,2021-07-02,iggyazaleamusicVEVO,Iggy Azalea - I Am The Stripclub [Official Music Video],"['iggy', 'azalea', 'stripclub', 'official', 'music', 'video']",Music,"['music', 'si', 'ea', 'leam', 'ya', 'mu', 'lea', 'azalea', 'ale', 'al', 'mus', 'za', 'sic', 'alea']",668934,2989633,2021-07-05,3.4692495821710363,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.3333333333333333, 'negative': 0.0, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.3333333333333333}",neutral,neutral
868,1138,2021-07-01T23:09:20Z,2021-07-02,JonTronShow,Simplifying Corporate Logos - JonTron,"['simplifying', 'corporate', 'logos', 'jontron']",Youtuber,"['jon', 'ho', 'ron', 'ow', 'ons', 'ro', 'sh', 'jo', 'tron', 'sho']",1776430,3307710,2021-07-06,0.8619985026147948,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
869,1141,2021-07-01T17:30:00Z,2021-07-02,Mrhugo,Spawner con diamante en Minecraft #Shorts,"['spawner', 'con', 'diamante', 'en', 'minecraft', 'shorts']",Youtuber,"['hug', 'mr', 'hugo', 'hu', 'ug']",137198,152565,2021-07-05,0.11200600591845362,0.0,2.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,positive
870,1142,2021-07-02T04:20:49Z,2021-07-02,Toosii 2x,Toosii - heart cold (Official Video),"['toosii', 'heart', 'cold', 'official', 'video']",Music,"['os', 'si']",250797,520802,2021-07-03,1.0765878379725435,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 1.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
871,1143,2021-07-02T04:00:11Z,2021-07-02,Big Red Machine,Big Red Machine - Renegade (feat. Taylor Swift) (Official Music Video),"['big', 'red', 'machine', 'renegade', 'feat', 'taylor', 'swift', 'official', 'music', 'video']",Music,"['red', 'machin', 'mac', 'ne', 'ma', 'machine', 'ach', 'chin', 'hin', 'machi', 'hi', 'ed', 'big', 'chi', 'chine']",546260,1092176,2021-07-04,0.9993702632446088,0.0,1.0,"{'fear': 0.0, 'anger': 0.5, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.25, 'positive': 1.0, 'negative': 0.5, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.3333333333333333, 'anticipation': 0.25}",neutral,positive
872,1145,2021-07-01T20:00:13Z,2021-07-02,GRM Daily,Russ Millions - Big Shark [Music Video] | GRM Daily,"['russ', 'millions', 'big', 'shark', 'music', 'video', 'grm', 'daily']",Music,"['ail', 'ai', 'daily', 'dail', 'ly', 'da']",624508,756246,2021-07-03,0.2109468573661186,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.3333333333333333, 'negative': 1.0, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.3333333333333333, 'anticipation': 1.0}",neutral,neutral
873,1146,2021-07-01T19:41:46Z,2021-07-02,New Rockstars,LOKI EPISODE 4 BREAKDOWN! Easter Eggs &amp; Details You Missed!,"['loki', 'episode', 'breakdown', 'easter', 'eggs', 'details', 'missed']",Youtuber,"['tars', 'tar', 'new', 'ock', 'ne', 'st', 'ar', 'roc', 'ro', 'rock', 'star', 'ta']",1172353,1438121,2021-07-03,0.2266962254542787,-0.4184,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 1.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",negative,neutral
874,1147,2021-07-01T18:36:33Z,2021-07-02,Royal Insider,Meaning behind 3 children in the Princess Diana statue | Royal Insider,"['meaning', 'children', 'princess', 'diana', 'statue', 'royal', 'insider']",Youtuber,"['ide', 'insider', 'roy', 'si', 'de', 'ya', 'id', 'er', 'ro', 'sid', 'al', 'royal', 'inside', 'sider']",195004,226699,2021-07-03,0.16253512748456442,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
875,1149,2021-06-30T00:38:48Z,2021-07-02,Fortnite Fun TV,Turn into jelly balls - Tutorial #Shorts,"['turn', 'jelly', 'balls', 'tutorial', 'shorts']",Youtuber,"['nit', 'un', 'fun', 'fu', 'te', 'fo', 'ort', 'fort', 'ni']",5182680,6867335,2021-07-03,0.3250547979037872,0.0,4.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,positive
876,1150,2021-07-02T14:59:57Z,2021-07-03,Stray Kids,"Bang Chan, Lee Know &quot;Drive&quot; | [Stray Kids : SKZ-PLAYER]","['bang', 'chan', 'lee', 'know', 'drive', 'stray', 'kids', 'skzplayer']",Youtuber,"['ra', 'id', 'ray', 'st', 'tray', 'kids', 'ay', 'tra', 'stray', 'stra']",1248385,3203176,2021-07-07,1.5658558858044591,0.0,0.0,"{'fear': 0.16666666666666666, 'anger': 0.16666666666666666, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.16666666666666666, 'positive': 0.0, 'negative': 1.0, 'sadness': 0.16666666666666666, 'disgust': 0.16666666666666666, 'joy': 0.0}",neutral,neutral
877,1151,2021-07-01T23:06:11Z,2021-07-03,MikyWoodz,Miky Woodz   Necesario (Video Oficial),"['miky', 'woodz', 'necesario', 'video', 'oficial']",Music,"['mi', 'woo', 'odz', 'od', 'wood', 'wo']",473834,756439,2021-07-03,0.5964219536799807,0.0,3.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,positive
878,1154,2021-06-20T13:02:05Z,2021-07-03,Fortnite Fun TV,I did it! I connected them all #Shorts,"['connected', 'shorts']",Youtuber,"['nit', 'un', 'fun', 'fu', 'te', 'fo', 'ort', 'fort', 'ni']",135007515,136426941,2021-07-03,0.010513681405068451,0.0,4.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,positive
879,1155,2021-07-02T09:30:01Z,2021-07-03,How To Cook That,NEW Debunking &quot;Organic Food&quot; Viral Videos | How To Cook That Ann Reardon,"['new', 'debunking', 'organic', 'food', 'viral', 'videos', 'cook', 'ann', 'reardon']",Youtuber,"['coo', 'ho', 'ow', 'cook', 'th', 'hat', 'tha', 'ha', 'ok']",373776,984536,2021-07-05,1.6340267967980824,0.0,2.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.3333333333333333, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.3333333333333333}",neutral,positive
880,1156,2021-07-01T22:00:14Z,2021-07-03,ALLES ODER NIX RECORDS,ENO x M HUNCHO &quot;Heavy Duty&quot; Official Musicvideo,"['eno', 'x', 'm', 'huncho', 'heavy', 'duty', 'official', 'musicvideo']",Youtuber,"['de', 'es', 'les', 'ode', 'nix', 'alle', 'record', 'er', 'al', 'cord', 'od', 'cor', 'ni']",168022,175381,2021-07-03,0.04379783599766697,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
881,1157,2021-07-01T18:52:11Z,2021-07-03,Memeulous,The Lowest Rated Movie EVER,"['lowest', 'rated', 'movie']",Youtuber,"['eme', 'mem', 'lo', 'em', 'eu', 'lou']",435718,577611,2021-07-04,0.3256532895129419,-0.3818,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.5, 'sadness': 0.5, 'disgust': 0.0, 'joy': 0.0}",negative,neutral
882,1158,2021-07-01T21:00:10Z,2021-07-03,Mont,Mont - Uy K Raro (Official Video),"['mont', 'uy', 'k', 'raro', 'official', 'video']",Music,"['mon', 'mo']",2156770,5827093,2021-07-08,1.7017683851314698,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
883,1159,2021-07-02T04:00:30Z,2021-07-03,G Herbo,G Herbo - Cry No More feat. Polo G &amp; Lil Tjay (Official Audio),"['g', 'herbo', 'cry', 'feat', 'polo', 'g', 'lil', 'tjay', 'official', 'audio']",Music,"['bo', 'er', 'herb']",404636,431999,2021-07-03,0.06762374084362241,-0.6486,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.25, 'positive': 0.25, 'negative': 0.5, 'sadness': 0.5, 'disgust': 0.0, 'joy': 0.25, 'anticipation': 0.25}",negative,neutral
884,1160,2021-07-01T05:41:28Z,2021-07-03,Sibbu Giri,GIRLS TRIP AUR BHOOT ( Episode - 3 ) || Sibbu Giri || Aashish Bhardwaj,"['girls', 'trip', 'aur', 'bhoot', 'episode', 'sibbu', 'giri', 'aashish', 'bhardwaj']",Youtuber,"['gi', 'si', 'bu', 'sib']",2631537,4285255,2021-07-06,0.6284228570603415,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 1.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
885,1161,2021-07-02T15:58:37Z,2021-07-03,Tom MacDonald,Tom MacDonald - &quot;Dont Look Down&quot;,"['tom', 'macdonald', 'dont', 'look']",Youtuber,"['om', 'na', 'donal', 'donald', 'mac', 'ma', 'al', 'don', 'tom', 'ona']",946427,2115307,2021-07-05,1.235045069508795,0.0,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral,neutral
886,1162,2021-07-02T16:00:01Z,2021-07-03,dojacatVEVO,Doja Cat - Ain&#39;t Shit (Official Live Performance) | Vevo,"['doja', 'cat', 'aint', 'shit', 'official', 'live', 'performance', 'vevo']",Music,['cat'],1121524,1856191,2021-07-04,0.6550613272653996,-0.5574,0.0,"{'fear': 0.0, 'anger': 0.3333333333333333, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.0, 'disgust': 0.3333333333333333, 'joy': 0.0}",negative,neutral
887,1163,2021-06-30T14:30:13Z,2021-07-03,Digital Eye Production,Bellamkonda Srinivas New Blockbuster Full Hindi Dubbed Movie | Pooja Hegde South Indian Movie 2021,"['bellamkonda', 'srinivas', 'new', 'blockbuster', 'hindi', 'dubbed', 'movie', 'pooja', 'hegde', 'south', 'indian', 'movie']",Traditional Media,"['gi', 'ion', 'duct', 'od', 'prod', 'rod', 'product', 'ta', 'eye', 'di', 'production', 'ro', 'digit', 'al', 'duction', 'ita', 'ey', 'git', 'ye', 'digital', 'io', 'ti', 'tal', 'pro', 'dig']",6560661,8739420,2021-07-04,0.3320944337773282,0.5994,0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",positive,neutral
